canonical_facility_id,location_id,source_system,source_facility_id,source_record_type,official_name,display_name,normalized_name,operator_name,address_street1,address_street1_normalized,city,state,postal_code,borough_code,borough_name,geography_id,neighborhood_name,neighborhood_code,community_board,council_district,census_tract,boro_block_lot,bin,latitude,longitude,coordinate_source,coordinate_confidence,facility_type,facility_grouping,high_level_category,category,organization_name_type,observation_count,latest_inspection_date,latest_inspection_type,latest_violations_all,latest_violations_phh,latest_violations_critical,latest_violations_general,alternate_names,normalized_crosswalk_names,normalized_address_variants,preferred_keys
nyc-facility-50063893,nyc-loc-50063893,nyc-pool-inspection-tableau,50063893,Indoor,685 FIRST REALTY COMPANY  LLC,685 FIRST REALTY COMPANY  LLC,685 first realty company llc,,685 1ST AVE,685 1st ave,New York,NY,10016,MA,Manhattan,manhattan,,MN19,106,4,8800,1009457502,1089769,40.747019,-73.971171,tableau-hyper:Lat/Long,high,indoor,685 FIRST REALTY COMPANY  LLC,Private Res.,Private Res.,,1,2022-11-12,Routine Inspection,0,,,,685 FIRST REALTY COMPANY  LLC,685 first realty company llc,685 1st ave|1st ave,source_id:50063893|source:accela:50063893|location_id:nyc-loc-50063893|bin:1089769|bbl:1009457502|name:685 first realty company llc|name_zip:685 first realty company llc|10016|name_geo:685 first realty company llc|manhattan|name_address_zip:685 first realty company llc|685 1st ave|10016|name_address_zip:685 first realty company llc|1st ave|10016|address_zip:685 1st ave|10016|address_geo:685 1st ave|manhattan|address_zip:1st ave|10016|address_geo:1st ave|manhattan
nyc-facility-50064028,nyc-loc-50064028,nyc-pool-inspection-tableau,50064028,Indoor,"EQUINOX BEDFORD AVE, INC.","EQUINOX BEDFORD AVE, INC.",equinox bedford ave inc,,246 BEDFORD AVE,246 bedford ave,New York,NY,11249,BK,Brooklyn,brooklyn,,BK73,301,34,55300,3023510006,3062367,40.715854,-73.959865,tableau-hyper:Lat/Long,high,indoor,EQUINOX,Private Gym/Fitness/Swim,Comm. Gym,,1,2022-12-06,Routine Inspection,0,,,,"EQUINOX BEDFORD AVE, INC.",equinox bedford ave inc,246 bedford ave|bedford ave,source_id:50064028|source:accela:50064028|location_id:nyc-loc-50064028|bin:3062367|bbl:3023510006|name:equinox bedford ave inc|name_zip:equinox bedford ave inc|11249|name_geo:equinox bedford ave inc|brooklyn|name_address_zip:equinox bedford ave inc|246 bedford ave|11249|name_address_zip:equinox bedford ave inc|bedford ave|11249|address_zip:246 bedford ave|11249|address_geo:246 bedford ave|brooklyn|address_zip:bedford ave|11249|address_geo:bedford ave|brooklyn
nyc-facility-50064634,nyc-loc-50064634,nyc-pool-inspection-tableau,50064634,Indoor,WEST 60TH REALTY LLC,WEST 60TH REALTY LLC,west 60th realty llc,,175 WEST 60 STREET,175 w 60 st,New York,NY,10023,MA,Manhattan,manhattan,Lincoln Square,MN14,107,3,14500,1011320021,1088863,40.770669,-73.98623,tableau-hyper:Lat/Long,high,indoor,WEST 60TH REALTY LLC,Private Res.,Private Res.,,1,2019-01-09,Routine Inspection,0,0,0,0,WEST 60TH REALTY LLC,west 60th realty llc,175 w 60 st|w 60 st,source_id:50064634|source:accela:50064634|location_id:nyc-loc-50064634|bin:1088863|bbl:1011320021|name:west 60th realty llc|name_zip:west 60th realty llc|10023|name_geo:west 60th realty llc|manhattan|name_address_zip:west 60th realty llc|175 w 60 st|10023|name_address_zip:west 60th realty llc|w 60 st|10023|address_zip:175 w 60 st|10023|address_geo:175 w 60 st|manhattan|address_zip:w 60 st|10023|address_geo:w 60 st|manhattan
nyc-facility-50064867,nyc-loc-50064867,nyc-pool-inspection-tableau,50064867,Indoor,ALDER BROOK ASSOCIATION INC,ALDER BROOK ASSOCIATION INC,alder brook association inc,,1300 MORRIS PARK AVENUE,1300 morris park ave,New York,NY,10461,BX,Bronx,bronx,Van Nest-Morris Park-Westchester Square,BX37,211,13,28600,2041170001,2097363,40.851176,-73.844821,tableau-hyper:Lat/Long,high,indoor,ALDER BROOK ASSOCIATION INC,University - Public/Private,Private Univ.,,1,2019-01-02,Routine Inspection,1,0,0,1,ALDER BROOK ASSOCIATION INC,alder brook association inc,1300 morris park ave|morris park ave,source_id:50064867|source:accela:50064867|location_id:nyc-loc-50064867|bin:2097363|bbl:2041170001|name:alder brook association inc|name_zip:alder brook association inc|10461|name_geo:alder brook association inc|bronx|name_address_zip:alder brook association inc|1300 morris park ave|10461|name_address_zip:alder brook association inc|morris park ave|10461|address_zip:1300 morris park ave|10461|address_geo:1300 morris park ave|bronx|address_zip:morris park ave|10461|address_geo:morris park ave|bronx
nyc-facility-50066011,nyc-loc-50066011,nyc-pool-inspection-tableau,50066011,Outdoor,"LIC DEVELOPMENT OWNER, LP","LIC DEVELOPMENT OWNER, LP",lic development owner lp,,28-30 JACKSON  AVENUE,2830 jackson ave,New York,NY,11101,QU,Queens,queens,,QN31,402,26,1900,4002640017,4596921,40.748642,-73.938133,tableau-hyper:Lat/Long,high,outdoor,"LIC DEVELOPMENT OWNER, LP",Private Res.,Private Res.,,1,2022-08-11,Routine Inspection,2,0,0,2,"LIC DEVELOPMENT OWNER, LP",lic development owner lp,2830 jackson ave|jackson ave,source_id:50066011|source:accela:50066011|location_id:nyc-loc-50066011|bin:4596921|bbl:4002640017|name:lic development owner lp|name_zip:lic development owner lp|11101|name_geo:lic development owner lp|queens|name_address_zip:lic development owner lp|2830 jackson ave|11101|name_address_zip:lic development owner lp|jackson ave|11101|address_zip:2830 jackson ave|11101|address_geo:2830 jackson ave|queens|address_zip:jackson ave|11101|address_geo:jackson ave|queens
nyc-facility-50066012,nyc-loc-50066012,nyc-pool-inspection-tableau,50066012,Indoor,"LIC DEVELOPMENT OWNER, LP","LIC DEVELOPMENT OWNER, LP",lic development owner lp,,28-30 JACKSON AVENUE,2830 jackson ave,New York,NY,11101,QU,Queens,queens,Hunters Point-Sunnyside-West Maspeth,QN31,402,26,1900,4002640017,4596921,40.748635,-73.938133,tableau-hyper:Lat/Long,high,indoor,"LIC DEVELOPMENT OWNER, LP",Private Res.,Private Res.,,1,2019-02-14,Routine Inspection,2,0,0,2,"LIC DEVELOPMENT OWNER, LP",lic development owner lp,2830 jackson ave|jackson ave,source_id:50066012|source:accela:50066012|location_id:nyc-loc-50066012|bin:4596921|bbl:4002640017|name:lic development owner lp|name_zip:lic development owner lp|11101|name_geo:lic development owner lp|queens|name_address_zip:lic development owner lp|2830 jackson ave|11101|name_address_zip:lic development owner lp|jackson ave|11101|address_zip:2830 jackson ave|11101|address_geo:2830 jackson ave|queens|address_zip:jackson ave|11101|address_geo:jackson ave|queens
nyc-facility-50066025,nyc-loc-50066025,nyc-pool-inspection-tableau,50066025,Indoor,TOLL GC LLC,TOLL GC LLC,toll gc llc,,91 LEONARD ST,91 leonard st,New York,NY,10013,MA,Manhattan,manhattan,,MN24,101,1,3300,1001747506,1090477,40.717132,-74.004574,tableau-hyper:Lat/Long,high,indoor,TOLL GC LLC,Private Res.,Private Res.,,1,2022-04-11,Routine Inspection,1,1,0,0,TOLL GC LLC,toll gc llc,91 leonard st|leonard st,source_id:50066025|source:accela:50066025|location_id:nyc-loc-50066025|bin:1090477|bbl:1001747506|name:toll gc llc|name_zip:toll gc llc|10013|name_geo:toll gc llc|manhattan|name_address_zip:toll gc llc|91 leonard st|10013|name_address_zip:toll gc llc|leonard st|10013|address_zip:91 leonard st|10013|address_geo:91 leonard st|manhattan|address_zip:leonard st|10013|address_geo:leonard st|manhattan
nyc-facility-50066566,nyc-loc-50066566,nyc-pool-inspection-tableau,50066566,Indoor,SKY VIEW PARC HOME OWNERS ASSOCIATION INC,SKY VIEW PARC HOME OWNERS ASSOCIATION INC,sky view parc home owners association inc,,131-07 40 ROAD,13107 40 rd,New York,NY,11354,QU,Queens,queens,Flushing,QN22,407,20,87100,4050667501,4534020,40.755934,-73.836042,tableau-hyper:Lat/Long,high,indoor,SKY VIEW PARC HOME OWNERS ASSOCIATION INC,Private Res.,Private Res.,,1,2019-01-29,Routine Inspection,2,0,2,0,SKY VIEW PARC HOME OWNERS ASSOCIATION INC,sky view parc home owners association inc,13107 40 rd|40 rd,source_id:50066566|source:accela:50066566|location_id:nyc-loc-50066566|bin:4534020|bbl:4050667501|name:sky view parc home owners association inc|name_zip:sky view parc home owners association inc|11354|name_geo:sky view parc home owners association inc|queens|name_address_zip:sky view parc home owners association inc|13107 40 rd|11354|name_address_zip:sky view parc home owners association inc|40 rd|11354|address_zip:13107 40 rd|11354|address_geo:13107 40 rd|queens|address_zip:40 rd|11354|address_geo:40 rd|queens
nyc-facility-50066568,nyc-loc-50066568,nyc-pool-inspection-tableau,50066568,Outdoor,SKY VIEW HOME OWNERS ASSOCIATION INC,SKY VIEW HOME OWNERS ASSOCIATION INC,sky view home owners association inc,,13107 40TH RD,13107 40th rd,New York,NY,11354,QU,Queens,queens,,QN22,407,20,87100,4050667501,4534020,40.755942,-73.836043,tableau-hyper:Lat/Long,high,outdoor,SKY VIEW PARC HOME OWNERS ASSOCIATION INC,Private Res.,Private Res.,,1,2022-08-03,Routine Inspection,0,,,,SKY VIEW HOME OWNERS ASSOCIATION INC,sky view home owners association inc,13107 40th rd|40th rd,source_id:50066568|source:accela:50066568|location_id:nyc-loc-50066568|bin:4534020|bbl:4050667501|name:sky view home owners association inc|name_zip:sky view home owners association inc|11354|name_geo:sky view home owners association inc|queens|name_address_zip:sky view home owners association inc|13107 40th rd|11354|name_address_zip:sky view home owners association inc|40th rd|11354|address_zip:13107 40th rd|11354|address_geo:13107 40th rd|queens|address_zip:40th rd|11354|address_geo:40th rd|queens
nyc-facility-50067020,nyc-loc-50067020,nyc-pool-inspection-tableau,50067020,Outdoor,1245 AVE X REALTY LLC,1245 AVE X REALTY LLC,1245 ave x realty llc,,1245 AVENUE X,1245 ave x,New York,NY,11235,BK,Brooklyn,brooklyn,Homecrest,BK25,315,48,58400,3073970034,3201757,40.591947,-73.957513,tableau-hyper:Lat/Long,high,outdoor,1245 AVE X REALTY LLC,Private Res.,Private Res.,,1,2019-08-14,Routine Inspection,0,0,0,0,1245 AVE X REALTY LLC,1245 ave x realty llc,1245 ave x|ave x,source_id:50067020|source:accela:50067020|location_id:nyc-loc-50067020|bin:3201757|bbl:3073970034|name:1245 ave x realty llc|name_zip:1245 ave x realty llc|11235|name_geo:1245 ave x realty llc|brooklyn|name_address_zip:1245 ave x realty llc|1245 ave x|11235|name_address_zip:1245 ave x realty llc|ave x|11235|address_zip:1245 ave x|11235|address_geo:1245 ave x|brooklyn|address_zip:ave x|11235|address_geo:ave x|brooklyn
nyc-facility-50067069,nyc-loc-50067069,nyc-pool-inspection-tableau,50067069,Indoor,EVERGREEN GARDENS I LLC,EVERGREEN GARDENS I LLC,evergreen gardens i llc,,123 MELROSE ST,123 melrose st,New York,NY,11206,BK,Brooklyn,brooklyn,,BK78,304,34,39100,3031520048,3426367,40.699546,-73.933007,tableau-hyper:Lat/Long,high,indoor,EVERGREEN GARDENS I LLC,Private Res.,Private Res.,,1,2022-05-26,Complaint Inspection,0,,,,EVERGREEN GARDENS I LLC,evergreen gardens i llc,123 melrose st|melrose st,source_id:50067069|source:accela:50067069|location_id:nyc-loc-50067069|bin:3426367|bbl:3031520048|name:evergreen gardens i llc|name_zip:evergreen gardens i llc|11206|name_geo:evergreen gardens i llc|brooklyn|name_address_zip:evergreen gardens i llc|123 melrose st|11206|name_address_zip:evergreen gardens i llc|melrose st|11206|address_zip:123 melrose st|11206|address_geo:123 melrose st|brooklyn|address_zip:melrose st|11206|address_geo:melrose st|brooklyn
nyc-facility-50067822,nyc-loc-50067822,nyc-pool-inspection-tableau,50067822,Indoor,551 WEST 21 ST CONDOMINIUM,551 WEST 21 ST CONDOMINIUM,551 west 21 st condominium,,551 WEST 21 STREET,551 w 21 st,New York,NY,10011,MA,Manhattan,manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,104,3,9900,1006937502,1089871,40.747046,-74.006626,tableau-hyper:Lat/Long,high,indoor,551 WEST 21 ST CONDOMINIUM,Private Res.,Private Res.,,1,2019-07-09,Routine Inspection,0,0,0,0,551 WEST 21 ST CONDOMINIUM,551 west 21 st condominium,551 w 21 st|w 21 st,source_id:50067822|source:accela:50067822|location_id:nyc-loc-50067822|bin:1089871|bbl:1006937502|name:551 west 21 st condominium|name_zip:551 west 21 st condominium|10011|name_geo:551 west 21 st condominium|manhattan|name_address_zip:551 west 21 st condominium|551 w 21 st|10011|name_address_zip:551 west 21 st condominium|w 21 st|10011|address_zip:551 w 21 st|10011|address_geo:551 w 21 st|manhattan|address_zip:w 21 st|10011|address_geo:w 21 st|manhattan
nyc-facility-50068726,nyc-loc-50068726,nyc-pool-inspection-tableau,50068726,Indoor,122-130 EAST 23RD JV LLC,122-130 EAST 23RD JV LLC,122 130 east 23rd jv llc,,122 EAST 23 STREET,122 e 23 st,New York,NY,10010,MA,Manhattan,manhattan,Gramercy,MN21,105,2,6800,1008787501,1018013,40.739736,-73.98532,tableau-hyper:Lat/Long,high,indoor,122-130 EAST 23RD JV LLC,Private Res.,Private Res.,,1,2021-11-17,Routine Inspection,0,0,0,0,122-130 EAST 23RD JV LLC,122 130 east 23rd jv llc,122 e 23 st|e 23 st,source_id:50068726|source:accela:50068726|location_id:nyc-loc-50068726|bin:1018013|bbl:1008787501|name:122 130 east 23rd jv llc|name_zip:122 130 east 23rd jv llc|10010|name_geo:122 130 east 23rd jv llc|manhattan|name_address_zip:122 130 east 23rd jv llc|122 e 23 st|10010|name_address_zip:122 130 east 23rd jv llc|e 23 st|10010|address_zip:122 e 23 st|10010|address_geo:122 e 23 st|manhattan|address_zip:e 23 st|10010|address_geo:e 23 st|manhattan
nyc-facility-50068748,nyc-loc-50068748,nyc-pool-inspection-tableau,50068748,Indoor,HENRY V MURRAY SENIOR LLC,HENRY V MURRAY SENIOR LLC,henry v murray senior llc,,111 MURRAY STREET,111 murray st,New York,NY,10007,MA,Manhattan,manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,101,1,2100,1001427503,1089698,40.715104,-74.012528,tableau-hyper:Lat/Long,high,indoor,HENRY V MURRAY SENIOR LLC,Private Res.,Private Res.,,1,2019-12-29,Routine Inspection,3,0,1,2,HENRY V MURRAY SENIOR LLC,henry v murray senior llc,111 murray st|murray st,source_id:50068748|source:accela:50068748|location_id:nyc-loc-50068748|bin:1089698|bbl:1001427503|name:henry v murray senior llc|name_zip:henry v murray senior llc|10007|name_geo:henry v murray senior llc|manhattan|name_address_zip:henry v murray senior llc|111 murray st|10007|name_address_zip:henry v murray senior llc|murray st|10007|address_zip:111 murray st|10007|address_geo:111 murray st|manhattan|address_zip:murray st|10007|address_geo:murray st|manhattan
nyc-facility-50069486,nyc-loc-50069486,nyc-pool-inspection-tableau,50069486,Outdoor,GREENPOINT MCGUINNESS LLC,GREENPOINT MCGUINNESS LLC,greenpoint mcguinness llc,,211 MCGUINNESS BOULEVARD,211 mcguinness blvd,New York,NY,11222,BK,Brooklyn,brooklyn,Greenpoint,BK76,301,33,57500,3025767501,3379800,40.729518,-73.95097,tableau-hyper:Lat/Long,high,outdoor,GREENPOINT MCGUINNESS LLC,Private Res.,Private Res.,,1,2020-08-31,Routine Inspection,3,0,0,3,GREENPOINT MCGUINNESS LLC,greenpoint mcguinness llc,211 mcguinness blvd|mcguinness blvd,source_id:50069486|source:accela:50069486|location_id:nyc-loc-50069486|bin:3379800|bbl:3025767501|name:greenpoint mcguinness llc|name_zip:greenpoint mcguinness llc|11222|name_geo:greenpoint mcguinness llc|brooklyn|name_address_zip:greenpoint mcguinness llc|211 mcguinness blvd|11222|name_address_zip:greenpoint mcguinness llc|mcguinness blvd|11222|address_zip:211 mcguinness blvd|11222|address_geo:211 mcguinness blvd|brooklyn|address_zip:mcguinness blvd|11222|address_geo:mcguinness blvd|brooklyn
nyc-facility-50069663,nyc-loc-50069663,nyc-pool-inspection-tableau,50069663,Indoor,40 BLEECKER STREET CONDOMINIUM,40 BLEECKER STREET CONDOMINIUM,40 bleecker street condominium,,304 MULBERRY ST,304 mulberry st,New York,NY,10012,MA,Manhattan,manhattan,,MN23,102,2,5502,1005217506,1008181,40.725402,-73.994675,tableau-hyper:Lat/Long,high,indoor,40 BLEECKER STREET CONDOMINIUM,Private Res.,Private Res.,,1,2023-02-27,Routine Inspection,0,,,,40 BLEECKER STREET CONDOMINIUM,40 bleecker street condominium,304 mulberry st|mulberry st,source_id:50069663|source:accela:50069663|location_id:nyc-loc-50069663|bin:1008181|bbl:1005217506|name:40 bleecker street condominium|name_zip:40 bleecker street condominium|10012|name_geo:40 bleecker street condominium|manhattan|name_address_zip:40 bleecker street condominium|304 mulberry st|10012|name_address_zip:40 bleecker street condominium|mulberry st|10012|address_zip:304 mulberry st|10012|address_geo:304 mulberry st|manhattan|address_zip:mulberry st|10012|address_geo:mulberry st|manhattan
nyc-facility-50069671,nyc-loc-50069671,nyc-pool-inspection-tableau,50069671,Indoor,BROOKLYN PIER 1 HOTEL OWNER LP,BROOKLYN PIER 1 HOTEL OWNER LP,brooklyn pier 1 hotel owner lp,,60 FURMAN STREET,60 furman st,New York,NY,11201,BK,Brooklyn,brooklyn,Brooklyn Heights-Cobble Hill,BK09,302,33,100,3001990010,3401675,40.701579,-73.995528,tableau-hyper:Lat/Long,high,indoor,BROOKLYN PIER 1 HOTEL OWNER LP,Private Res.,Private Res.,,1,2021-12-15,Routine Inspection,0,0,0,0,BROOKLYN PIER 1 HOTEL OWNER LP,brooklyn pier 1 hotel owner lp,60 furman st|furman st,source_id:50069671|source:accela:50069671|location_id:nyc-loc-50069671|bin:3401675|bbl:3001990010|name:brooklyn pier 1 hotel owner lp|name_zip:brooklyn pier 1 hotel owner lp|11201|name_geo:brooklyn pier 1 hotel owner lp|brooklyn|name_address_zip:brooklyn pier 1 hotel owner lp|60 furman st|11201|name_address_zip:brooklyn pier 1 hotel owner lp|furman st|11201|address_zip:60 furman st|11201|address_geo:60 furman st|brooklyn|address_zip:furman st|11201|address_geo:furman st|brooklyn
nyc-facility-50070019,nyc-loc-50070019,nyc-pool-inspection-tableau,50070019,Outdoor,"500 METROPOLITAN OWNER, LLC","500 METROPOLITAN OWNER, LLC",500 metropolitan owner llc,,500 METROPOLITAN AVENUE,500 metropolitan ave,New York,NY,11211,BK,Brooklyn,brooklyn,North Side-South Side,BK73,301,34,51300,3023717501,3413996,40.714049,-73.952244,tableau-hyper:Lat/Long,high,outdoor,"500 METROPOLITAN OWNER, LLC",Private Res.,Private Res.,,1,2019-08-14,Routine Inspection,0,0,0,0,"500 METROPOLITAN OWNER, LLC",500 metropolitan owner llc,500 metropolitan ave|metropolitan ave,source_id:50070019|source:accela:50070019|location_id:nyc-loc-50070019|bin:3413996|bbl:3023717501|name:500 metropolitan owner llc|name_zip:500 metropolitan owner llc|11211|name_geo:500 metropolitan owner llc|brooklyn|name_address_zip:500 metropolitan owner llc|500 metropolitan ave|11211|name_address_zip:500 metropolitan owner llc|metropolitan ave|11211|address_zip:500 metropolitan ave|11211|address_geo:500 metropolitan ave|brooklyn|address_zip:metropolitan ave|11211|address_geo:metropolitan ave|brooklyn
nyc-facility-50070050,nyc-loc-50070050,nyc-pool-inspection-tableau,50070050,Outdoor,1809 EMMONS INC,1809 EMMONS INC,1809 emmons inc,,1809 EMMONS AVENUE,1809 emmons ave,New York,NY,11235,BK,Brooklyn,brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,315,48,60800,3087737501,3247051,40.583471,-73.950228,tableau-hyper:Lat/Long,high,outdoor,1809 EMMONS INC,Private Res.,Private Res.,,1,2019-08-02,Routine Inspection,0,0,0,0,1809 EMMONS INC,1809 emmons inc,1809 emmons ave|emmons ave,source_id:50070050|source:accela:50070050|location_id:nyc-loc-50070050|bin:3247051|bbl:3087737501|name:1809 emmons inc|name_zip:1809 emmons inc|11235|name_geo:1809 emmons inc|brooklyn|name_address_zip:1809 emmons inc|1809 emmons ave|11235|name_address_zip:1809 emmons inc|emmons ave|11235|address_zip:1809 emmons ave|11235|address_geo:1809 emmons ave|brooklyn|address_zip:emmons ave|11235|address_geo:emmons ave|brooklyn
nyc-facility-50070236,nyc-loc-50070236,nyc-pool-inspection-tableau,50070236,Indoor,301 WEST 53RD STREET CONDOMINUM / ATTN: PETER METTHAM,ATTN: PETER METTHAM,301 west 53rd street condominum attn peter mettham,,301 W 53RD ST,301 w 53rd st,New York,NY,10019,MA,Manhattan,manhattan,,MN15,104,3,13300,1010447501,1025400,40.764357,-73.985156,tableau-hyper:Lat/Long,high,indoor,301 WEST 53RD STREET CONDOMINUM / ATTN: PETER METTHAM,Private Res.,Private Res.,,1,2022-06-15,Routine Inspection,0,,,,301 WEST 53RD STREET CONDOMINUM / ATTN: PETER METTHAM|ATTN: PETER METTHAM,301 west 53rd street condominum attn peter mettham|attn peter mettham,301 w 53rd st|w 53rd st,source_id:50070236|source:accela:50070236|location_id:nyc-loc-50070236|bin:1025400|bbl:1010447501|name:301 west 53rd street condominum attn peter mettham|name_zip:301 west 53rd street condominum attn peter mettham|10019|name_geo:301 west 53rd street condominum attn peter mettham|manhattan|name_address_zip:301 west 53rd street condominum attn peter mettham|301 w 53rd st|10019|name_address_zip:301 west 53rd street condominum attn peter mettham|w 53rd st|10019|name:attn peter mettham|name_zip:attn peter mettham|10019|name_geo:attn peter mettham|manhattan|name_address_zip:attn peter mettham|301 w 53rd st|10019|name_address_zip:attn peter mettham|w 53rd st|10019|address_zip:301 w 53rd st|10019|address_geo:301 w 53rd st|manhattan|address_zip:w 53rd st|10019|address_geo:w 53rd st|manhattan
nyc-facility-50070333,nyc-loc-50070333,nyc-pool-inspection-tableau,50070333,Indoor,BRIDGE LAND VESTRY LLC,BRIDGE LAND VESTRY LLC,bridge land vestry llc,,264 WEST STREET,264 w st,New York,NY,10013,MA,Manhattan,manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,101,1,3900,1002237502,1090656,40.72307,-74.011574,tableau-hyper:Lat/Long,high,indoor,BRIDGE LAND VESTRY LLC,Private Res.,Private Res.,,1,2019-12-17,Routine Inspection,3,1,1,1,BRIDGE LAND VESTRY LLC,bridge land vestry llc,264 w st|w st,source_id:50070333|source:accela:50070333|location_id:nyc-loc-50070333|bin:1090656|bbl:1002237502|name:bridge land vestry llc|name_zip:bridge land vestry llc|10013|name_geo:bridge land vestry llc|manhattan|name_address_zip:bridge land vestry llc|264 w st|10013|name_address_zip:bridge land vestry llc|w st|10013|address_zip:264 w st|10013|address_geo:264 w st|manhattan|address_zip:w st|10013|address_geo:w st|manhattan
nyc-facility-50070349,nyc-loc-50070349,nyc-pool-inspection-tableau,50070349,Outdoor,LAM GEN 25 LLC,LAM GEN 25 LLC,lam gen 25 llc,,112 W 25TH ST,112 w 25th st,New York,NY,10001,MA,Manhattan,manhattan,,MN13,104,3,9100,1008000049,1014986,40.744461,-73.992544,tableau-hyper:Lat/Long,high,outdoor,LAM GEN 25 LLC,Hotel,Hotel,,1,2022-08-12,Routine Inspection,0,,,,LAM GEN 25 LLC,lam gen 25 llc,112 w 25th st|w 25th st,source_id:50070349|source:accela:50070349|location_id:nyc-loc-50070349|bin:1014986|bbl:1008000049|name:lam gen 25 llc|name_zip:lam gen 25 llc|10001|name_geo:lam gen 25 llc|manhattan|name_address_zip:lam gen 25 llc|112 w 25th st|10001|name_address_zip:lam gen 25 llc|w 25th st|10001|address_zip:112 w 25th st|10001|address_geo:112 w 25th st|manhattan|address_zip:w 25th st|10001|address_geo:w 25th st|manhattan
nyc-facility-50070431,nyc-loc-50070431,nyc-pool-inspection-tableau,50070431,Indoor,"50 LEX DEVELOPMENT, LLC","50 LEX DEVELOPMENT, LLC",50 lex development llc,,138 EAST 50 STREET,138 e 50 st,New York,NY,10022,MA,Manhattan,manhattan,Turtle Bay-East Midtown,MN19,106,4,10000,1013040045,1090524,40.756303,-73.97194,tableau-hyper:Lat/Long,high,indoor,"50 LEX DEVELOPMENT, LLC",Private Res.,Private Res.,,1,2021-05-29,Routine Inspection,0,0,0,0,"50 LEX DEVELOPMENT, LLC",50 lex development llc,138 e 50 st|e 50 st,source_id:50070431|source:accela:50070431|location_id:nyc-loc-50070431|bin:1090524|bbl:1013040045|name:50 lex development llc|name_zip:50 lex development llc|10022|name_geo:50 lex development llc|manhattan|name_address_zip:50 lex development llc|138 e 50 st|10022|name_address_zip:50 lex development llc|e 50 st|10022|address_zip:138 e 50 st|10022|address_geo:138 e 50 st|manhattan|address_zip:e 50 st|10022|address_geo:e 50 st|manhattan
nyc-facility-50070668,nyc-loc-50070668,nyc-pool-inspection-tableau,50070668,Indoor,MADISON 33 OWNERS LLC,MADISON 33 OWNERS LLC,madison 33 owners llc,,172 MADISON AVENUE,172 madison ave,New York,NY,10016,MA,Manhattan,manhattan,Midtown-Midtown South,MN17,105,4,7400,1008637502,1089701,40.747196,-73.98338,tableau-hyper:Lat/Long,high,indoor,MADISON 33 OWNERS LLC,Private Res.,Private Res.,,1,2019-01-07,Re-Inspection,0,0,0,0,MADISON 33 OWNERS LLC,madison 33 owners llc,172 madison ave|madison ave,source_id:50070668|source:accela:50070668|location_id:nyc-loc-50070668|bin:1089701|bbl:1008637502|name:madison 33 owners llc|name_zip:madison 33 owners llc|10016|name_geo:madison 33 owners llc|manhattan|name_address_zip:madison 33 owners llc|172 madison ave|10016|name_address_zip:madison 33 owners llc|madison ave|10016|address_zip:172 madison ave|10016|address_geo:172 madison ave|manhattan|address_zip:madison ave|10016|address_geo:madison ave|manhattan
nyc-facility-50070703,nyc-loc-50070703,nyc-pool-inspection-tableau,50070703,Outdoor,QNS44 CONDOMINIUM INCORPORATED,QNS44 CONDOMINIUM INCORPORATED,qns44 condominium incorporated,,1112 44TH DR,1112 44th dr,New York,NY,11101,QU,Queens,queens,,QN31,402,26,700,4000527503,4000442,40.748466,-73.949289,tableau-hyper:Lat/Long,high,outdoor,QNS44 CONDOMINIUM INCORPORATED,Private Res.,Private Res.,,1,2022-08-25,Routine Inspection,8,2,2,4,QNS44 CONDOMINIUM INCORPORATED,qns44 condominium incorporated,1112 44th dr|44th dr,source_id:50070703|source:accela:50070703|location_id:nyc-loc-50070703|bin:4000442|bbl:4000527503|name:qns44 condominium incorporated|name_zip:qns44 condominium incorporated|11101|name_geo:qns44 condominium incorporated|queens|name_address_zip:qns44 condominium incorporated|1112 44th dr|11101|name_address_zip:qns44 condominium incorporated|44th dr|11101|address_zip:1112 44th dr|11101|address_geo:1112 44th dr|queens|address_zip:44th dr|11101|address_geo:44th dr|queens
nyc-facility-50071112,nyc-loc-50071112,nyc-pool-inspection-tableau,50071112,Indoor,RCB1 NOMINEE LLC,RCB1 NOMINEE LLC,rcb1 nominee llc,,400 W 61ST STREET,400 w 61st st,New York,NY,10069,MA,Manhattan,manhattan,,MN14,107,6,15100,1011717513,1089723,40.773501,-73.991086,tableau-hyper:Lat/Long,high,indoor,RCB1 NOMINEE LLC,Private Res.,Private Res.,,1,2022-04-25,Routine Inspection,2,0,0,2,RCB1 NOMINEE LLC,rcb1 nominee llc,400 w 61st st|w 61st st,source_id:50071112|source:accela:50071112|location_id:nyc-loc-50071112|bin:1089723|bbl:1011717513|name:rcb1 nominee llc|name_zip:rcb1 nominee llc|10069|name_geo:rcb1 nominee llc|manhattan|name_address_zip:rcb1 nominee llc|400 w 61st st|10069|name_address_zip:rcb1 nominee llc|w 61st st|10069|address_zip:400 w 61st st|10069|address_geo:400 w 61st st|manhattan|address_zip:w 61st st|10069|address_geo:w 61st st|manhattan
